Id;Date;Type;Product;Quantity;Price per unit
150;05/03/2012;RESUPPLY;CLeZ00ULBl;500;75
151;06/03/2012;RESUPPLY;CLeZ00URed;500;75
152;06/03/2012;RESUPPLY;CLeZ00UGrn;500;75
153;06/03/2012;RESUPPLY;CQeN00UBla;500;70
154;07/03/2012;RESUPPLY;CQeN00UWhi;500;70
155;07/03/2012;RESUPPLY;CQeN00UGry;500;70
156;07/03/2012;RESUPPLY;CQeN00UEco;500;70
157;08/03/2012;RESUPPLY;CQeN00UPin;500;70
158;08/03/2012;RESUPPLY;CQeN00UBlu;500;70
159;09/03/2012;RESUPPLY;CQeN00ULBl;500;70
160;10/03/2012;RESUPPLY;CQeN00URed;500;70
161;10/03/2012;RESUPPLY;CQeN00UGrn;500;70
162;11/03/2012;RESUPPLY;CCzK00UBla;500;55
163;11/03/2012;RESUPPLY;CCzK00UWhi;500;55
164;11/03/2012;RESUPPLY;CCzK00UGry;500;55
165;11/03/2012;RESUPPLY;CCzK00UEco;500;55
166;12/03/2012;RESUPPLY;CCzK00UPin;500;55
167;12/03/2012;RESUPPLY;CCzK00UBlu;500;55
168;12/03/2012;RESUPPLY;CCzK00ULBl;500;55
169;12/03/2012;RESUPPLY;CCzK00URed;500;55
170;13/03/2012;RESUPPLY;CCzK00UGrn;500;55
171;13/03/2012;RESUPPLY;CSeC00UBla;500;58
172;14/03/2012;RESUPPLY;CSeC00UWhi;500;58
173;14/03/2012;RESUPPLY;CSeC00UGry;500;58
174;15/03/2012;RESUPPLY;CSeC00UEco;500;58
175;15/03/2012;RESUPPLY;CSeC00UPin;500;58
176;16/03/2012;RESUPPLY;CSeC00UBlu;500;58
177;16/03/2012;RESUPPLY;CSeC00ULBl;500;58
178;16/03/2012;RESUPPLY;CSeC00URed;500;58
179;16/03/2012;RESUPPLY;CSeC00UGrn;500;58
180;16/03/2012;RESUPPLY;CPlS00UBla;500;63
181;17/03/2012;RESUPPLY;CPlS00UWhi;500;63
182;18/03/2012;RESUPPLY;CPlS00UGry;500;63
183;19/03/2012;RESUPPLY;CPlS00UEco;500;63
184;20/03/2012;RESUPPLY;CPlS00UPin;500;63
185;20/03/2012;RESUPPLY;CPlS00UBlu;500;63
186;20/03/2012;RESUPPLY;CPlS00ULBl;500;63
187;20/03/2012;RESUPPLY;CPlS00URed;500;63
188;21/03/2012;RESUPPLY;CPlS00UGrn;500;63
189;21/03/2012;RESUPPLY;KStW01WBla;500;72
190;21/03/2012;RESUPPLY;KStW02WBla;500;72
191;22/03/2012;RESUPPLY;KStW03WBla;500;72
192;22/03/2012;RESUPPLY;KStW04WBla;500;72
193;22/03/2012;RESUPPLY;KStW05WBla;500;72
194;22/03/2012;RESUPPLY;KStW01WWhi;500;72
195;22/03/2012;RESUPPLY;KStW02WWhi;500;72
196;22/03/2012;RESUPPLY;KStW03WWhi;500;72
197;22/03/2012;RESUPPLY;KStW04WWhi;500;72
198;22/03/2012;RESUPPLY;KStW05WWhi;500;72
199;22/03/2012;RESUPPLY;KStW01WGry;500;72
200;23/03/2012;RESUPPLY;KStW02WGry;500;72
201;23/03/2012;RESUPPLY;KStW03WGry;500;72
202;23/03/2012;RESUPPLY;KStW04WGry;500;72
203;24/03/2012;RESUPPLY;KStW05WGry;500;72
204;24/03/2012;RESUPPLY;KStW01WPin;500;72
205;25/03/2012;RESUPPLY;KStW02WPin;500;72
206;25/03/2012;RESUPPLY;KStW03WPin;500;72
207;25/03/2012;RESUPPLY;KStW04WPin;500;72
208;25/03/2012;RESUPPLY;KStW05WPin;500;72
209;26/03/2012;RESUPPLY;KStW01WLBl;500;72
210;27/03/2012;RESUPPLY;KStW02WLBl;500;72
211;27/03/2012;RESUPPLY;KStW03WLBl;500;72
212;28/03/2012;RESUPPLY;KStW04WLBl;500;72
213;28/03/2012;RESUPPLY;KStW05WLBl;500;72
214;28/03/2012;RESUPPLY;KStW01MBla;500;72
215;29/03/2012;RESUPPLY;KStW02MBla;500;72
216;30/03/2012;RESUPPLY;KStW03MBla;500;72
217;31/03/2012;RESUPPLY;KStW04MBla;500;72
218;31/03/2012;RESUPPLY;KStW05MBla;500;72
219;01/04/2012;RESUPPLY;KStW01MWhi;500;97
220;02/04/2012;RESUPPLY;KStW02MWhi;500;97
221;03/04/2012;RESUPPLY;KStW03MWhi;500;97
222;03/04/2012;RESUPPLY;KStW04MWhi;500;97
223;03/04/2012;RESUPPLY;KStW05MWhi;500;97
224;03/04/2012;RESUPPLY;KStW01MGry;500;97
225;04/04/2012;RESUPPLY;KStW02MGry;500;97
226;04/04/2012;RESUPPLY;KStW03MGry;500;97
227;04/04/2012;RESUPPLY;KStW04MGry;500;97
228;05/04/2012;RESUPPLY;KStW05MGry;500;97
229;05/04/2012;RESUPPLY;KStW01MRed;500;97
230;06/04/2012;RESUPPLY;KStW02MRed;500;97
231;06/04/2012;RESUPPLY;KStW03MRed;500;97
232;06/04/2012;RESUPPLY;KStW04MRed;500;97
233;06/04/2012;RESUPPLY;KStW05MRed;500;97
234;06/04/2012;RESUPPLY;KStW01MBlu;500;97
235;06/04/2012;RESUPPLY;KStW02MBlu;500;97
236;06/04/2012;RESUPPLY;KStW03MBlu;500;97
237;06/04/2012;RESUPPLY;KStW04MBlu;500;97
238;07/04/2012;RESUPPLY;KStW05MBlu;500;97
239;08/04/2012;RESUPPLY;KHaP01WBla;500;79
240;08/04/2012;RESUPPLY;KHaP02WBla;500;79
241;08/04/2012;RESUPPLY;KHaP03WBla;500;79
242;08/04/2012;RESUPPLY;KHaP04WBla;500;79
243;08/04/2012;RESUPPLY;KHaP05WBla;500;79
244;09/04/2012;RESUPPLY;KHaP01WWhi;500;79
245;10/04/2012;RESUPPLY;KHaP02WWhi;500;79
246;10/04/2012;RESUPPLY;KHaP03WWhi;500;79
247;11/04/2012;RESUPPLY;KHaP04WWhi;500;79
248;11/04/2012;RESUPPLY;KHaP05WWhi;500;79
249;11/04/2012;RESUPPLY;KHaP01WGry;500;79
250;11/04/2012;RESUPPLY;KHaP02WGry;500;79
251;11/04/2012;RESUPPLY;KHaP03WGry;500;79
252;12/04/2012;RESUPPLY;KHaP04WGry;500;79
253;14/04/2012;RESUPPLY;KHaP05WGry;500;79
254;14/04/2012;RESUPPLY;KHaP01WRed;500;79
255;15/04/2012;RESUPPLY;KHaP02WRed;500;79
256;15/04/2012;RESUPPLY;KHaP03WRed;500;79
257;15/04/2012;RESUPPLY;KHaP04WRed;500;79
258;16/04/2012;RESUPPLY;KHaP05WRed;500;79
259;16/04/2012;RESUPPLY;KHaP01WGrn;500;79
260;16/04/2012;RESUPPLY;KHaP02WGrn;500;79
261;16/04/2012;RESUPPLY;KHaP03WGrn;500;79
262;16/04/2012;RESUPPLY;KHaP04WGrn;500;79
263;17/04/2012;RESUPPLY;KHaP05WGrn;500;79
264;17/04/2012;RESUPPLY;KHaP01MBla;500;79
265;18/04/2012;RESUPPLY;KHaP02MBla;500;79
266;18/04/2012;RESUPPLY;KHaP03MBla;500;79
267;19/04/2012;RESUPPLY;KHaP04MBla;500;79
268;19/04/2012;RESUPPLY;KHaP05MBla;500;79
269;20/04/2012;RESUPPLY;KHaP01MWhi;500;79
270;20/04/2012;RESUPPLY;KHaP02MWhi;500;79
271;21/04/2012;RESUPPLY;KHaP03MWhi;500;79
272;22/04/2012;RESUPPLY;KHaP04MWhi;500;79
273;22/04/2012;RESUPPLY;KHaP05MWhi;500;79
274;23/04/2012;RESUPPLY;KHaP01MGry;500;79
275;23/04/2012;RESUPPLY;KHaP02MGry;500;79
276;24/04/2012;RESUPPLY;KHaP03MGry;500;79
277;24/04/2012;RESUPPLY;KHaP04MGry;500;79
278;24/04/2012;RESUPPLY;KHaP05MGry;500;79
279;24/04/2012;RESUPPLY;KHaP01MRed;500;79
280;25/04/2012;RESUPPLY;KHaP02MRed;500;79
281;25/04/2012;RESUPPLY;KHaP03MRed;500;79
282;26/04/2012;RESUPPLY;KHaP04MRed;500;79
283;27/04/2012;RESUPPLY;KHaP05MRed;500;79
284;28/04/2012;RESUPPLY;KHaP01MGrn;500;79
285;28/04/2012;RESUPPLY;KHaP02MGrn;500;79
286;30/04/2012;RESUPPLY;KHaP03MGrn;500;79
287;01/05/2012;RESUPPLY;KHaP04MGrn;500;82
288;02/05/2012;RESUPPLY;KHaP05MGrn;500;82
289;03/05/2012;RESUPPLY;KThS01WBla;500;83
290;03/05/2012;RESUPPLY;KThS02WBla;500;83
291;04/05/2012;RESUPPLY;KThS03WBla;500;83
292;04/05/2012;RESUPPLY;KThS04WBla;500;83
293;04/05/2012;RESUPPLY;KThS05WBla;500;83
294;05/05/2012;RESUPPLY;KThS01WWhi;500;83
295;05/05/2012;RESUPPLY;KThS02WWhi;500;83
296;05/05/2012;RESUPPLY;KThS03WWhi;500;83
297;06/05/2012;RESUPPLY;KThS04WWhi;500;83
298;06/05/2012;RESUPPLY;KThS05WWhi;500;83
299;07/05/2012;RESUPPLY;KThS01WLBl;500;83
300;07/05/2012;RESUPPLY;KThS02WLBl;500;83
301;08/05/2012;RESUPPLY;KThS03WLBl;500;83
302;10/05/2012;RESUPPLY;KThS04WLBl;500;83
303;10/05/2012;RESUPPLY;KThS05WLBl;500;83
304;10/05/2012;RESUPPLY;KThS01WPin;500;83
305;10/05/2012;RESUPPLY;KThS02WPin;500;83
306;10/05/2012;RESUPPLY;KThS03WPin;500;83
307;11/05/2012;RESUPPLY;KThS04WPin;500;83
308;11/05/2012;RESUPPLY;KThS05WPin;500;83
309;11/05/2012;RESUPPLY;KThS01WRed;500;83
310;12/05/2012;RESUPPLY;KThS02WRed;500;83
311;12/05/2012;RESUPPLY;KThS03WRed;500;83
312;15/05/2012;RESUPPLY;KThS04WRed;500;83
313;15/05/2012;RESUPPLY;KThS05WRed;500;83
314;15/05/2012;RESUPPLY;KThS01MBla;500;83
315;15/05/2012;RESUPPLY;KThS02MBla;500;83
316;15/05/2012;RESUPPLY;KThS03MBla;500;83
317;15/05/2012;RESUPPLY;KThS04MBla;500;83
318;16/05/2012;RESUPPLY;KThS05MBla;500;83
319;16/05/2012;RESUPPLY;KThS01MWhi;500;83
320;17/05/2012;RESUPPLY;KThS02MWhi;500;83
321;18/05/2012;RESUPPLY;KThS03MWhi;500;83
322;18/05/2012;RESUPPLY;KThS04MWhi;500;83
323;18/05/2012;RESUPPLY;KThS05MWhi;500;83
324;19/05/2012;RESUPPLY;KThS01MLBl;500;83
325;19/05/2012;RESUPPLY;KThS02MLBl;500;83
326;19/05/2012;RESUPPLY;KThS03MLBl;500;83
327;20/05/2012;RESUPPLY;KThS04MLBl;500;83
328;20/05/2012;RESUPPLY;KThS05MLBl;500;83
329;21/05/2012;RESUPPLY;KThS01MPin;500;83
330;21/05/2012;RESUPPLY;KThS02MPin;500;83
331;21/05/2012;RESUPPLY;KThS03MPin;500;83
332;22/05/2012;RESUPPLY;KThS04MPin;500;83
333;22/05/2012;RESUPPLY;KThS05MPin;500;83
334;22/05/2012;RESUPPLY;KThS01MRed;500;83
335;23/05/2012;RESUPPLY;KThS02MRed;500;83
336;23/05/2012;RESUPPLY;KThS03MRed;500;83
337;24/05/2012;RESUPPLY;KThS04MRed;500;83
338;24/05/2012;RESUPPLY;KThS05MRed;500;83
339;25/05/2012;RESUPPLY;KIrM01WBla;500;84
340;25/05/2012;RESUPPLY;KIrM02WBla;500;84
341;27/05/2012;RESUPPLY;KIrM03WBla;500;84
342;27/05/2012;RESUPPLY;KIrM04WBla;500;84
343;28/05/2012;RESUPPLY;KIrM05WBla;500;84
344;28/05/2012;RESUPPLY;KIrM01WGry;500;84
345;28/05/2012;RESUPPLY;KIrM02WGry;500;84
346;30/05/2012;RESUPPLY;KIrM03WGry;500;84
347;30/05/2012;RESUPPLY;KIrM04WGry;500;84
348;31/05/2012;RESUPPLY;KIrM05WGry;500;84
349;31/05/2012;RESUPPLY;KIrM01MBla;500;84
350;02/06/2012;RESUPPLY;KIrM02MBla;500;85
351;02/06/2012;RESUPPLY;KIrM03MBla;500;85
352;03/06/2012;RESUPPLY;KIrM04MBla;500;85
353;03/06/2012;RESUPPLY;KIrM05MBla;500;85
354;03/06/2012;RESUPPLY;KIrM01MGry;500;85
355;04/06/2012;RESUPPLY;KIrM02MGry;500;85
356;05/06/2012;RESUPPLY;KIrM03MGry;500;85
357;05/06/2012;RESUPPLY;KIrM04MGry;500;85
358;06/06/2012;RESUPPLY;KIrM05MGry;500;85
359;07/06/2012;RESUPPLY;KLeZ01WBla;500;93
360;07/06/2012;RESUPPLY;KLeZ02WBla;500;93
361;07/06/2012;RESUPPLY;KLeZ03WBla;500;93
362;07/06/2012;RESUPPLY;KLeZ04WBla;500;93
363;07/06/2012;RESUPPLY;KLeZ05WBla;500;93
364;08/06/2012;RESUPPLY;KLeZ01WGry;500;93
365;08/06/2012;RESUPPLY;KLeZ02WGry;500;93
366;08/06/2012;RESUPPLY;KLeZ03WGry;500;93
367;08/06/2012;RESUPPLY;KLeZ04WGry;500;93
368;09/06/2012;RESUPPLY;KLeZ05WGry;500;93
369;10/06/2012;RESUPPLY;KLeZ01MBla;500;93
370;11/06/2012;RESUPPLY;KLeZ02MBla;500;93
371;11/06/2012;RESUPPLY;KLeZ03MBla;500;93
372;12/06/2012;RESUPPLY;KLeZ04MBla;500;93
373;12/06/2012;RESUPPLY;KLeZ05MBla;500;93
374;12/06/2012;RESUPPLY;KLeZ01MGry;500;93
375;12/06/2012;RESUPPLY;KLeZ02MGry;500;93
376;12/06/2012;RESUPPLY;KLeZ03MGry;500;93
377;12/06/2012;RESUPPLY;KLeZ04MGry;500;93
378;12/06/2012;RESUPPLY;KLeZ05MGry;500;93
379;12/06/2012;RESUPPLY;KQeN01WWhi;500;85
380;13/06/2012;RESUPPLY;KQeN02WWhi;500;85
381;13/06/2012;RESUPPLY;KQeN03WWhi;500;85
382;13/06/2012;RESUPPLY;KQeN04WWhi;500;85
383;13/06/2012;RESUPPLY;KQeN05WWhi;500;85
384;13/06/2012;RESUPPLY;KQeN01WBla;500;85
385;13/06/2012;RESUPPLY;KQeN02WBla;500;85
386;14/06/2012;RESUPPLY;KQeN03WBla;500;85
387;14/06/2012;RESUPPLY;KQeN04WBla;500;85
388;15/06/2012;RESUPPLY;KQeN05WBla;500;85
389;18/06/2012;RESUPPLY;KQeN01WGry;500;85
390;18/06/2012;RESUPPLY;KQeN02WGry;500;85
391;18/06/2012;RESUPPLY;KQeN03WGry;500;85
392;19/06/2012;RESUPPLY;KQeN04WGry;500;85
393;19/06/2012;RESUPPLY;KQeN05WGry;500;85
394;19/06/2012;RESUPPLY;KQeN01MWhi;500;85
395;19/06/2012;RESUPPLY;KQeN02MWhi;500;85
396;20/06/2012;RESUPPLY;KQeN03MWhi;500;85
397;20/06/2012;RESUPPLY;KQeN04MWhi;500;85
398;20/06/2012;RESUPPLY;KQeN05MWhi;500;85
399;21/06/2012;RESUPPLY;KQeN01MBla;500;85
400;22/06/2012;RESUPPLY;KQeN02MBla;500;85
401;22/06/2012;RESUPPLY;KQeN03MBla;500;85
402;22/06/2012;RESUPPLY;KQeN04MBla;500;85
403;23/06/2012;RESUPPLY;KQeN05MBla;500;85
404;23/06/2012;RESUPPLY;KQeN01MGry;500;85
405;24/06/2012;RESUPPLY;KQeN02MGry;500;85
406;24/06/2012;RESUPPLY;KQeN03MGry;500;85
407;24/06/2012;RESUPPLY;KQeN04MGry;500;85
408;24/06/2012;RESUPPLY;KQeN05MGry;500;85
409;25/06/2012;RESUPPLY;KCzK01WBla;500;73
410;26/06/2012;RESUPPLY;KCzK02WBla;500;73
411;26/06/2012;RESUPPLY;KCzK03WBla;500;73
412;26/06/2012;RESUPPLY;KCzK04WBla;500;73
413;26/06/2012;RESUPPLY;KCzK05WBla;500;73
414;27/06/2012;RESUPPLY;KCzK01WWhi;500;73
415;27/06/2012;RESUPPLY;KCzK02WWhi;500;73
416;27/06/2012;RESUPPLY;KCzK03WWhi;500;73
417;28/06/2012;RESUPPLY;KCzK04WWhi;500;73
418;29/06/2012;RESUPPLY;KCzK05WWhi;500;73
419;29/06/2012;RESUPPLY;KCzK01MBla;500;73
420;30/06/2012;RESUPPLY;KCzK02MBla;500;73
421;30/06/2012;RESUPPLY;KCzK03MBla;500;73
422;01/07/2012;RESUPPLY;KCzK04MBla;500;60
423;02/07/2012;RESUPPLY;KCzK05MBla;500;60
424;02/07/2012;RESUPPLY;KCzK01MWhi;500;60
425;02/07/2012;RESUPPLY;KCzK02MWhi;500;60
426;03/07/2012;RESUPPLY;KCzK03MWhi;500;60
427;03/07/2012;RESUPPLY;KCzK04MWhi;500;60
428;03/07/2012;RESUPPLY;KCzK05MWhi;500;60
429;03/07/2012;RESUPPLY;KSeC01WBla;500;55
430;04/07/2012;RESUPPLY;KSeC02WBla;500;55
431;04/07/2012;RESUPPLY;KSeC03WBla;500;55
432;04/07/2012;RESUPPLY;KSeC04WBla;500;55
433;04/07/2012;RESUPPLY;KSeC05WBla;500;55
434;04/07/2012;RESUPPLY;KSeC01WPin;500;55
435;05/07/2012;RESUPPLY;KSeC02WPin;500;55
436;05/07/2012;RESUPPLY;KSeC03WPin;500;55
437;05/07/2012;RESUPPLY;KSeC04WPin;500;55
438;06/07/2012;RESUPPLY;KSeC05WPin;500;55
439;07/07/2012;RESUPPLY;KSeC01WRed;500;55
440;07/07/2012;RESUPPLY;KSeC02WRed;500;55
441;07/07/2012;RESUPPLY;KSeC03WRed;500;55
442;08/07/2012;RESUPPLY;KSeC04WRed;500;55
443;08/07/2012;RESUPPLY;KSeC05WRed;500;55
444;09/07/2012;RESUPPLY;KSeC01MBla;500;55
445;09/07/2012;RESUPPLY;KSeC02MBla;500;55
446;10/07/2012;RESUPPLY;KSeC03MBla;500;55
447;10/07/2012;RESUPPLY;KSeC04MBla;500;55
448;10/07/2012;RESUPPLY;KSeC05MBla;500;55
449;11/07/2012;RESUPPLY;KSeC01MPin;500;55
450;11/07/2012;RESUPPLY;KSeC02MPin;500;55
451;11/07/2012;RESUPPLY;KSeC03MPin;500;55
452;11/07/2012;RESUPPLY;KSeC04MPin;500;55
453;11/07/2012;RESUPPLY;KSeC05MPin;500;55
454;12/07/2012;RESUPPLY;KSeC01MRed;500;55
455;13/07/2012;RESUPPLY;KSeC02MRed;500;55
456;13/07/2012;RESUPPLY;KSeC03MRed;500;55
457;13/07/2012;RESUPPLY;KSeC04MRed;500;55
458;15/07/2012;RESUPPLY;KSeC05MRed;500;55
459;16/07/2012;RESUPPLY;KPlS01WBlu;500;68
460;17/07/2012;RESUPPLY;KPlS02WBlu;500;68
461;17/07/2012;RESUPPLY;KPlS03WBlu;500;68
462;18/07/2012;RESUPPLY;KPlS04WBlu;500;68
463;18/07/2012;RESUPPLY;KPlS05WBlu;500;68
