Id;Date;Type;Product;Quantity;Price per unit
109;01.04.2012;RESUPPLY;CPlS00UPin;100;20
110;01.04.2012;RESUPPLY;CPlS00ULBl;100;20
111;04.04.2012;SALE;THaP00UEco;2;90
112;04.04.2012;SALE;THaP00UEco;2;90
113;05.04.2012;SALE;TStW00UGry;1;90
114;06.04.2012;SALE;QHaP00UWhi;2;60
115;06.04.2012;SALE;QIrM00UGry;2;60
116;06.04.2012;SALE;QSeC00UGry;2;40
117;07.04.2012;SALE;TStW00UEco;2;90
118;07.04.2012;SALE;QIrM00UEco;2;60
119;07.04.2012;SALE;QSeC00UPin;2;40
120;08.04.2012;SALE;QHaP00UGry;1;60
121;08.04.2012;SALE;QLeZ00UBla;2;60
122;08.04.2012;SALE;QCzK00UBla;2;40
123;09.04.2012;SALE;TStW00UEco;2;90
124;09.04.2012;SALE;QHaP00UEco;1;60
125;09.04.2012;SALE;QThS00UBla;1;60
126;09.04.2012;SALE;QLeZ00UWhi;2;60
127;09.04.2012;SALE;QCzK00UWhi;2;40
128;10.04.2012;SALE;QStW00UGry;2;60
129;10.04.2012;SALE;QThS00UBla;1;60
130;10.04.2012;SALE;QIrM00UBla;2;60
131;10.04.2012;SALE;QLeZ00UGry;2;60
132;10.04.2012;SALE;QCzK00UGry;2;40
133;11.04.2012;SALE;TStW00UEco;2;90
134;11.04.2012;SALE;QThS00UWhi;1;60
135;11.04.2012;SALE;QLeZ00UEco;2;60
136;12.04.2012;SALE;QStW00UBla;3;60
137;12.04.2012;SALE;QStW00UEco;3;60
138;12.04.2012;SALE;QThS00UGry;3;60
139;12.04.2012;SALE;QIrM00UWhi;3;60
140;12.04.2012;SALE;QQeN00UBla;2;60
141;13.04.2012;SALE;TStW00UGry;1;90
142;13.04.2012;SALE;TStW00UEco;2;90
143;13.04.2012;SALE;QHaP00UBla;2;60
144;13.04.2012;SALE;QIrM00UWhi;2;60
145;13.04.2012;SALE;QQeN00UWhi;2;60
146;14.04.2012;SALE;QQeN00UGry;2;60
147;15.04.2012;SALE;TStW00UWhi;2;90
148;15.04.2012;SALE;QQeN00UEco;2;60
149;16.04.2012;SALE;QStW00UWhi;4;60
150;16.04.2012;SALE;QHaP00UGry;1;60
151;16.04.2012;SALE;QThS00UEco;4;60
152;16.04.2012;SALE;QSeC00UBla;3;40
153;17.04.2012;SALE;QHaP00UEco;1;60
154;17.04.2012;SALE;QThS00UBla;1;60
155;17.04.2012;SALE;QSeC00UWhi;3;40
156;18.04.2012;SALE;QThS00UBla;1;60
157;18.04.2012;SALE;QSeC00UGry;3;40
158;19.04.2012;SALE;TStW00UWhi;3;90
159;19.04.2012;SALE;QThS00UWhi;1;60
160;19.04.2012;SALE;QSeC00UPin;3;40
161;20.04.2012;SALE;TStW00UGry;1;90
162;21.04.2012;SALE;QHaP00UWhi;2;60
163;21.04.2012;SALE;QIrM00UGry;2;60
164;22.04.2012;SALE;QIrM00UEco;2;60
165;23.04.2012;SALE;QLeZ00UBla;2;60
166;24.04.2012;SALE;QStW00UGry;3;60
167;24.04.2012;SALE;QHaP00UGry;1;60
168;24.04.2012;SALE;QIrM00UBla;3;60
169;24.04.2012;SALE;QLeZ00UWhi;2;60
170;25.04.2012;SALE;QHaP00UEco;1;60
171;25.04.2012;SALE;QThS00UBla;1;60
172;25.04.2012;SALE;QLeZ00UGry;2;60
173;26.04.2012;SALE;QStW00UEco;1;60
174;26.04.2012;SALE;QThS00UBla;1;60
175;26.04.2012;SALE;QIrM00UWhi;1;60
176;26.04.2012;SALE;QLeZ00UEco;1;60
177;26.04.2012;SALE;CThS00UWhi;1;35
178;27.04.2012;SALE;QHaP00UBla;1;60
179;27.04.2012;SALE;QThS00UWhi;1;60
180;27.04.2012;SALE;QIrM00UWhi;1;60
181;27.04.2012;SALE;QQeN00UBla;1;60
182;27.04.2012;SALE;CThS00URed;1;35
183;28.04.2012;SALE;QQeN00UWhi;1;60
184;28.04.2012;SALE;QSeC00UBla;4;40
185;28.04.2012;SALE;CIrM00UBla;3;35
186;29.04.2012;SALE;QStW00UBla;4;60
187;29.04.2012;SALE;QThS00UGry;4;60
188;29.04.2012;SALE;QQeN00UGry;1;60
189;29.04.2012;SALE;QSeC00UWhi;4;40
190;29.04.2012;SALE;CIrM00UWhi;1;35
191;30.04.2012;SALE;QQeN00UEco;1;60
192;30.04.2012;SALE;QSeC00UGry;4;40
193;30.04.2012;SALE;CIrM00UGry;1;35
194;01.05.2012;SALE;QStW00UWhi;5;60
195;01.05.2012;SALE;QThS00UEco;5;60
196;01.05.2012;SALE;QSeC00UPin;4;40
197;01.05.2012;SALE;CIrM00UEco;1;35
198;01.05.2012;SALE;CPlS00UBla;1;35
199;02.05.2012;SALE;QHaP00UGry;1;60
200;02.05.2012;SALE;CStW00UGry;2;35
201;02.05.2012;SALE;CIrM00UBlu;1;35
202;02.05.2012;SALE;CPlS00UWhi;1;35
203;03.05.2012;SALE;THaP00UWhi;2;90
204;03.05.2012;SALE;QHaP00UEco;1;60
205;03.05.2012;SALE;QThS00UBla;1;60
206;03.05.2012;SALE;CStW00UGrn;2;35
207;03.05.2012;SALE;CQeN00UBla;1;35
208;03.05.2012;SALE;CPlS00UPin;1;35
209;04.05.2012;SALE;THaP00UEco;1;90
210;04.05.2012;SALE;THaP00UEco;1;90
211;04.05.2012;SALE;QThS00UBla;1;60
212;04.05.2012;SALE;CHaP00UBla;2;35
213;04.05.2012;SALE;CQeN00UGry;1;35
214;04.05.2012;SALE;CPlS00ULBl;1;35
215;05.05.2012;SALE;THaP00UEco;1;90
216;05.05.2012;SALE;THaP00UEco;2;90
217;05.05.2012;SALE;QThS00UWhi;1;60
218;05.05.2012;SALE;CHaP00UWhi;3;35
219;05.05.2012;SALE;CQeN00UPin;1;35
220;05.05.2012;SALE;CSeC00UBla;4;35
221;06.05.2012;SALE;QHaP00UWhi;2;60
222;06.05.2012;SALE;QIrM00UGry;2;60
223;06.05.2012;SALE;QPlS00UBla;1;40
224;06.05.2012;SALE;CHaP00UGry;2;35
225;06.05.2012;SALE;CQeN00UBlu;1;35
226;06.05.2012;SALE;CSeC00UGry;4;35
227;07.05.2012;SALE;QIrM00UEco;2;60
228;07.05.2012;SALE;QPlS00UWhi;1;40
229;07.05.2012;SALE;CThS00UBla;2;35
230;07.05.2012;SALE;CSeC00UPin;4;35
231;08.05.2012;SALE;QStW00UGry;1;60
232;08.05.2012;SALE;QIrM00UBla;1;60
233;08.05.2012;SALE;QLeZ00UBla;2;60
234;08.05.2012;SALE;CThS00UWhi;2;35
235;08.05.2012;SALE;CSeC00UBlu;4;35
236;09.05.2012;SALE;QLeZ00UWhi;1;60
237;09.05.2012;SALE;QCzK00UBla;2;40
238;09.05.2012;SALE;QPlS00UGry;1;40
239;09.05.2012;SALE;CThS00URed;3;35
240;09.05.2012;SALE;CSeC00URed;4;35
241;10.05.2012;SALE;QStW00UEco;2;60
242;10.05.2012;SALE;QHaP00UGry;1;60
243;10.05.2012;SALE;QIrM00UWhi;2;60
244;10.05.2012;SALE;QLeZ00UGry;1;60
245;10.05.2012;SALE;QCzK00UWhi;2;40
246;10.05.2012;SALE;QPlS00UBlu;1;40
247;10.05.2012;SALE;CIrM00UBla;2;35
248;11.05.2012;SALE;QHaP00UBla;2;60
249;11.05.2012;SALE;QHaP00UEco;1;60
250;11.05.2012;SALE;QThS00UBla;1;60
251;11.05.2012;SALE;QIrM00UWhi;2;60
252;11.05.2012;SALE;QLeZ00UEco;1;60
253;11.05.2012;SALE;QCzK00UGry;2;40
254;11.05.2012;SALE;CIrM00UWhi;2;35
255;12.05.2012;SALE;TStW00UWhi;2;90
256;12.05.2012;SALE;QThS00UBla;1;60
257;12.05.2012;SALE;QQeN00UBla;1;60
258;12.05.2012;SALE;CIrM00UGry;2;35
259;13.05.2012;SALE;TStW00UWhi;2;90
260;13.05.2012;SALE;QThS00UWhi;1;60
261;13.05.2012;SALE;QQeN00UWhi;1;60
262;13.05.2012;SALE;CIrM00UEco;2;35
263;14.05.2012;SALE;QQeN00UGry;1;60
264;14.05.2012;SALE;QSeC00UBla;5;40
265;14.05.2012;SALE;CStW00UGry;1;35
266;14.05.2012;SALE;CIrM00UBlu;2;35
267;15.05.2012;SALE;QQeN00UEco;1;60
268;15.05.2012;SALE;QSeC00UWhi;5;40
269;15.05.2012;SALE;CStW00UGrn;1;35
270;15.05.2012;SALE;CQeN00UBla;2;35
271;16.05.2012;SALE;QStW00UBla;5;60
272;16.05.2012;SALE;QStW00UWhi;1;60
273;16.05.2012;SALE;QThS00UGry;5;60
274;16.05.2012;SALE;QThS00UEco;1;60
275;16.05.2012;SALE;QSeC00UGry;5;40
276;16.05.2012;SALE;CHaP00UBla;1;35
277;16.05.2012;SALE;CQeN00UGry;2;35
278;17.05.2012;SALE;TStW00UWhi;2;90
279;17.05.2012;SALE;QSeC00UPin;5;40
280;17.05.2012;SALE;CHaP00UWhi;1;35
281;17.05.2012;SALE;CQeN00UPin;3;35
282;18.05.2012;SALE;QHaP00UGry;1;60
283;18.05.2012;SALE;CHaP00UGry;1;35
284;18.05.2012;SALE;CQeN00UBlu;2;35
285;19.05.2012;SALE;TStW00UWhi;2;90
286;19.05.2012;SALE;THaP00UBla;1;90
287;19.05.2012;SALE;QHaP00UEco;1;60
288;19.05.2012;SALE;QThS00UBla;1;60
289;19.05.2012;SALE;CThS00UBla;1;35
290;20.05.2012;SALE;TStW00UWhi;2;90
291;20.05.2012;SALE;QThS00UBla;1;60
292;20.05.2012;SALE;CThS00UWhi;1;35
293;21.05.2012;SALE;QThS00UWhi;1;60
294;21.05.2012;SALE;CThS00URed;1;35
295;22.05.2012;SALE;QStW00UGry;4;60
296;22.05.2012;SALE;QIrM00UBla;4;60
297;22.05.2012;SALE;CIrM00UBla;1;35
298;23.05.2012;SALE;CIrM00UWhi;1;35
299;24.05.2012;SALE;QStW00UEco;1;60
300;24.05.2012;SALE;QIrM00UWhi;1;60
301;24.05.2012;SALE;CIrM00UGry;1;35
302;25.05.2012;SALE;QHaP00UBla;2;60
303;25.05.2012;SALE;QIrM00UWhi;2;60
304;25.05.2012;SALE;CIrM00UEco;1;35
305;26.05.2012;SALE;QHaP00UGry;1;60
306;26.05.2012;SALE;CStW00UGry;1;35
307;26.05.2012;SALE;CIrM00UBlu;1;35
308;27.05.2012;SALE;THaP00UBla;1;90
309;27.05.2012;SALE;QHaP00UEco;1;60
310;27.05.2012;SALE;QThS00UBla;1;60
311;27.05.2012;SALE;CStW00UGrn;2;35
312;27.05.2012;SALE;CQeN00UBla;1;35
313;28.05.2012;SALE;QThS00UBla;1;60
314;28.05.2012;SALE;CHaP00UBla;1;35
315;28.05.2012;SALE;CQeN00UGry;1;35
316;28.05.2012;SALE;CSeC00UBla;1;35
317;29.05.2012;SALE;THaP00UBla;1;90
318;29.05.2012;SALE;QThS00UWhi;1;60
319;29.05.2012;SALE;CHaP00UWhi;2;35
320;29.05.2012;SALE;CQeN00UPin;1;35
321;29.05.2012;SALE;CSeC00UGry;1;35
322;30.05.2012;SALE;QSeC00UBla;1;40
323;30.05.2012;SALE;CHaP00UGry;1;35
324;30.05.2012;SALE;CQeN00UBlu;1;35
325;30.05.2012;SALE;CSeC00UPin;1;35
326;31.05.2012;SALE;THaP00UWhi;1;90
327;31.05.2012;SALE;THaP00UBla;1;90
328;31.05.2012;SALE;QStW00UWhi;2;60
329;31.05.2012;SALE;QThS00UEco;2;60
330;31.05.2012;SALE;QSeC00UWhi;1;40
331;31.05.2012;SALE;CThS00UBla;1;35
332;31.05.2012;SALE;CSeC00UBlu;1;35
333;01.06.2012;SALE;QSeC00UGry;1;40
334;01.06.2012;SALE;CThS00UWhi;2;35
335;01.06.2012;SALE;CSeC00URed;1;35
336;01.06.2012;SALE;CPlS00UBla;3;35
337;02.06.2012;SALE;QStW00UBla;1;60
338;02.06.2012;SALE;QThS00UGry;1;60
339;02.06.2012;SALE;QSeC00UPin;1;40
340;02.06.2012;SALE;CThS00URed;1;35
341;02.06.2012;SALE;CPlS00UWhi;3;35
342;03.06.2012;SALE;QHaP00UGry;1;60
343;03.06.2012;SALE;QCzK00UBla;2;40
344;03.06.2012;SALE;CIrM00UBla;1;35
345;03.06.2012;SALE;CPlS00UPin;3;35
346;04.06.2012;SALE;QHaP00UEco;1;60
347;04.06.2012;SALE;QThS00UBla;1;60
348;04.06.2012;SALE;QCzK00UBla;2;40
349;04.06.2012;SALE;QCzK00UWhi;2;40
350;04.06.2012;SALE;CIrM00UWhi;1;35
351;04.06.2012;SALE;CPlS00ULBl;3;35
352;05.06.2012;SALE;QStW00UGry;3;60
353;05.06.2012;SALE;QHaP00UWhi;1;60
354;05.06.2012;SALE;QThS00UBla;1;60
355;05.06.2012;SALE;QIrM00UBla;3;60
356;05.06.2012;SALE;QIrM00UGry;1;60
357;05.06.2012;SALE;QCzK00UBla;1;40
358;05.06.2012;SALE;QCzK00UWhi;2;40
359;05.06.2012;SALE;QCzK00UGry;2;40
360;05.06.2012;SALE;CIrM00UGry;1;35
361;06.06.2012;SALE;QThS00UWhi;1;60
362;06.06.2012;SALE;QIrM00UEco;1;60
363;06.06.2012;SALE;QCzK00UBla;1;40
364;06.06.2012;SALE;QCzK00UWhi;1;40
365;06.06.2012;SALE;QCzK00UGry;2;40
366;06.06.2012;SALE;CIrM00UEco;1;35
367;07.06.2012;SALE;QStW00UEco;2;60
368;07.06.2012;SALE;QIrM00UWhi;2;60
369;07.06.2012;SALE;QLeZ00UBla;1;60
370;07.06.2012;SALE;QCzK00UBla;1;40
371;07.06.2012;SALE;QCzK00UWhi;1;40
372;07.06.2012;SALE;QCzK00UGry;1;40
373;07.06.2012;SALE;CStW00UGry;1;35
374;07.06.2012;SALE;CIrM00UBlu;1;35
375;08.06.2012;SALE;QHaP00UBla;2;60
376;08.06.2012;SALE;QIrM00UWhi;2;60
377;08.06.2012;SALE;QLeZ00UWhi;1;60
378;08.06.2012;SALE;QCzK00UWhi;1;40
379;08.06.2012;SALE;QCzK00UGry;1;40
380;08.06.2012;SALE;CStW00UGrn;2;35
381;08.06.2012;SALE;CQeN00UBla;1;35
382;09.06.2012;SALE;QLeZ00UGry;1;60
383;09.06.2012;SALE;QCzK00UGry;1;40
384;09.06.2012;SALE;CHaP00UBla;1;35
385;09.06.2012;SALE;CQeN00UGry;1;35
386;10.06.2012;SALE;QLeZ00UEco;2;60
387;10.06.2012;SALE;CHaP00UWhi;1;35
388;10.06.2012;SALE;CQeN00UPin;1;35
389;11.06.2012;SALE;QHaP00UGry;1;60
390;11.06.2012;SALE;QQeN00UBla;2;60
391;11.06.2012;SALE;CHaP00UGry;1;35
392;11.06.2012;SALE;CQeN00UBlu;1;35
393;12.06.2012;SALE;QHaP00UEco;1;60
394;12.06.2012;SALE;QThS00UBla;1;60
395;12.06.2012;SALE;QQeN00UWhi;2;60
396;12.06.2012;SALE;CThS00UBla;1;35
397;13.06.2012;SALE;QThS00UBla;1;60
398;13.06.2012;SALE;QQeN00UGry;2;60
399;13.06.2012;SALE;CThS00UWhi;1;35
400;14.06.2012;SALE;THaP00UGry;1;90
401;14.06.2012;SALE;QThS00UWhi;1;60
402;14.06.2012;SALE;QQeN00UEco;2;60
403;14.06.2012;SALE;CThS00URed;2;35
404;15.06.2012;SALE;QStW00UWhi;3;60
405;15.06.2012;SALE;QThS00UEco;3;60
406;15.06.2012;SALE;QSeC00UBla;2;40
407;15.06.2012;SALE;CIrM00UBla;1;35
408;16.06.2012;SALE;QSeC00UWhi;2;40
409;16.06.2012;SALE;CIrM00UWhi;1;35
410;17.06.2012;SALE;THaP00UWhi;5;90
411;17.06.2012;SALE;QSeC00UGry;2;40
412;17.06.2012;SALE;CIrM00UGry;1;35
413;18.06.2012;SALE;THaP00UGry;4;90
414;18.06.2012;SALE;QSeC00UPin;2;40
415;18.06.2012;SALE;CIrM00UEco;1;35
416;19.06.2012;SALE;QStW00UBla;2;60
417;19.06.2012;SALE;QStW00UGry;1;60
418;19.06.2012;SALE;QHaP00UGry;1;60
419;19.06.2012;SALE;QThS00UGry;2;60
420;19.06.2012;SALE;QIrM00UBla;1;60
421;19.06.2012;SALE;CStW00UGry;4;35
422;19.06.2012;SALE;CIrM00UBlu;1;35
423;20.06.2012;SALE;QHaP00UWhi;1;60
424;20.06.2012;SALE;QHaP00UEco;1;60
425;20.06.2012;SALE;QThS00UBla;1;60
426;20.06.2012;SALE;QIrM00UGry;1;60
427;20.06.2012;SALE;CStW00UGrn;4;35
428;20.06.2012;SALE;CQeN00UBla;1;35
429;20.06.2012;SALE;CSeC00UBla;2;35
430;21.06.2012;SALE;QStW00UEco;2;60
431;21.06.2012;SALE;QThS00UBla;1;60
432;21.06.2012;SALE;QIrM00UWhi;2;60
433;21.06.2012;SALE;QIrM00UEco;1;60
434;21.06.2012;SALE;CHaP00UBla;4;35
435;21.06.2012;SALE;CQeN00UGry;1;35
436;21.06.2012;SALE;CSeC00UGry;2;35
437;22.06.2012;SALE;THaP00UBla;1;90
438;22.06.2012;SALE;QHaP00UBla;2;60
439;22.06.2012;SALE;QThS00UWhi;1;60
440;22.06.2012;SALE;QIrM00UWhi;2;60
441;22.06.2012;SALE;QLeZ00UBla;1;60
442;22.06.2012;SALE;CHaP00UWhi;4;35
443;22.06.2012;SALE;CQeN00UPin;1;35
444;22.06.2012;SALE;CSeC00UPin;2;35
445;23.06.2012;SALE;THaP00UGry;2;90
446;23.06.2012;SALE;QLeZ00UWhi;2;60
447;23.06.2012;SALE;CHaP00UGry;4;35
448;23.06.2012;SALE;CQeN00UBlu;1;35
449;23.06.2012;SALE;CSeC00UBlu;2;35
450;24.06.2012;SALE;TStW00UEco;2;90
451;24.06.2012;SALE;QLeZ00UGry;2;60
452;24.06.2012;SALE;CThS00UBla;4;35
453;24.06.2012;SALE;CSeC00URed;2;35
454;25.06.2012;SALE;QLeZ00UEco;1;60
455;25.06.2012;SALE;CThS00UWhi;4;35
456;26.06.2012;SALE;QQeN00UBla;1;60
457;26.06.2012;SALE;CThS00URed;4;35
458;27.06.2012;SALE;TStW00UEco;2;90
459;27.06.2012;SALE;QHaP00UGry;1;60
460;27.06.2012;SALE;QQeN00UWhi;1;60
461;27.06.2012;SALE;CIrM00UBla;4;35
462;28.06.2012;SALE;THaP00UBla;1;90
463;28.06.2012;SALE;THaP00UBla;1;90
464;28.06.2012;SALE;QHaP00UEco;1;60
465;28.06.2012;SALE;QThS00UBla;1;60
466;28.06.2012;SALE;QQeN00UGry;1;60
467;28.06.2012;SALE;CIrM00UWhi;4;35
468;29.06.2012;SALE;TStW00UGry;1;90
469;29.06.2012;SALE;QThS00UBla;1;60
470;29.06.2012;SALE;QQeN00UEco;1;60
471;29.06.2012;SALE;CIrM00UGry;4;35
472;30.06.2012;SALE;TStW00UEco;1;90
473;30.06.2012;SALE;THaP00UBla;1;90
474;30.06.2012;SALE;QStW00UWhi;2;60
475;30.06.2012;SALE;QThS00UWhi;1;60
476;30.06.2012;SALE;QThS00UEco;2;60
477;30.06.2012;SALE;CIrM00UEco;4;35
478;01.07.2012;SALE;THaP00UBla;3;90
479;01.07.2012;SALE;QSeC00UBla;3;40
480;01.07.2012;SALE;CStW00UGry;1;35
481;01.07.2012;SALE;CIrM00UBlu;4;35
482;01.07.2012;SALE;CPlS00UBla;2;35
483;02.07.2012;SALE;QSeC00UWhi;3;40
484;02.07.2012;SALE;CStW00UGrn;1;35
485;02.07.2012;SALE;CQeN00UBla;4;35
486;02.07.2012;SALE;CPlS00UWhi;2;35
487;03.07.2012;SALE;QStW00UGry;2;60
488;03.07.2012;SALE;QIrM00UBla;2;60
489;03.07.2012;SALE;QSeC00UGry;3;40
490;03.07.2012;SALE;CHaP00UBla;1;35
491;03.07.2012;SALE;CQeN00UGry;4;35
492;03.07.2012;SALE;CPlS00UPin;2;35
493;04.07.2012;SALE;QSeC00UPin;3;40
494;04.07.2012;SALE;CHaP00UWhi;1;35
495;04.07.2012;SALE;CQeN00UPin;4;35
496;04.07.2012;SALE;CPlS00ULBl;2;35
497;05.07.2012;SALE;QStW00UEco;2;60
498;05.07.2012;SALE;QHaP00UGry;1;60
499;05.07.2012;SALE;QIrM00UWhi;2;60
500;05.07.2012;SALE;CHaP00UGry;1;35
501;05.07.2012;SALE;CQeN00UBlu;4;35
502;06.07.2012;SALE;QStW00UBla;3;60
503;06.07.2012;SALE;QHaP00UBla;1;60
504;06.07.2012;SALE;QHaP00UEco;1;60
505;06.07.2012;SALE;QThS00UBla;1;60
506;06.07.2012;SALE;QThS00UGry;3;60
507;06.07.2012;SALE;QIrM00UWhi;1;60
508;06.07.2012;SALE;CThS00UBla;1;35
509;07.07.2012;SALE;TStW00UBla;1;90
510;07.07.2012;SALE;QThS00UBla;1;60
511;07.07.2012;SALE;CThS00UWhi;1;35
512;08.07.2012;SALE;QThS00UWhi;1;60
513;08.07.2012;SALE;QCzK00UBla;2;40
514;08.07.2012;SALE;CThS00URed;1;35
515;09.07.2012;SALE;QCzK00UWhi;2;40
516;09.07.2012;SALE;CIrM00UBla;1;35
517;10.07.2012;SALE;QCzK00UGry;2;40
518;10.07.2012;SALE;CIrM00UWhi;1;35
519;11.07.2012;SALE;TStW00UGry;1;90
520;11.07.2012;SALE;CIrM00UGry;2;35
521;12.07.2012;SALE;TStW00UEco;2;90
522;12.07.2012;SALE;CIrM00UEco;1;35
523;13.07.2012;SALE;THaP00UBla;1;90
524;13.07.2012;SALE;TStW00UBla;1;90
525;13.07.2012;SALE;QHaP00UGry;1;60
526;13.07.2012;SALE;CStW00UGry;2;35
