Id;Date;Type;Product;Quantity;Price per unit;;;
98;09.04.2012;SALE;QHaP00UEco;1;60;;;
99;09.04.2012;SALE;QLeZ00UWhi;2;60;;;
100;09.04.2012;SALE;TStW00UEco;2;90;;;
101;10.04.2012;SALE;QCzK00UGry;2;40;;;
102;10.04.2012;SALE;QIrM00UBla;2;60;;;
103;10.04.2012;SALE;QLeZ00UGry;2;60;;;
104;10.04.2012;SALE;QStW00UGry;2;60;;;
105;11.04.2012;SALE;QLeZ00UEco;2;60;;;
106;11.04.2012;SALE;QThS00UWhi;1;60;;;
107;11.04.2012;SALE;TStW00UEco;2;90;;;
108;12.04.2012;SALE;QQeN00UBla;2;60;;;
109;12.04.2012;SALE;QStW00UBla;3;60;;;
110;12.04.2012;SALE;QStW00UEco;3;60;;;
111;12.04.2012;SALE;QThS00UGry;3;60;;;
112;13.04.2012;SALE;QHaP00UBla;2;60;;;
113;13.04.2012;SALE;QQeN00UWhi;2;60;;;
114;13.04.2012;SALE;TStW00UEco;2;90;;;
115;13.04.2012;SALE;TStW00UGry;1;90;;;
116;14.04.2012;SALE;QQeN00UGry;2;60;;;
117;15.04.2012;SALE;QQeN00UEco;2;60;;;
118;15.04.2012;SALE;TStW00UWhi;2;90;;;
119;16.04.2012;SALE;QHaP00UGry;1;60;;;
120;16.04.2012;SALE;QSeC00UBla;3;40;;;
121;16.04.2012;SALE;QStW00UWhi;4;60;;;
122;16.04.2012;SALE;QThS00UEco;4;60;;;
123;17.04.2012;SALE;QHaP00UEco;1;60;;;
124;17.04.2012;SALE;QSeC00UWhi;3;40;;;
125;18.04.2012;SALE;QSeC00UGry;3;40;;;
126;19.04.2012;SALE;QSeC00UPin;3;40;;;
127;19.04.2012;SALE;QThS00UWhi;1;60;;;
128;19.04.2012;SALE;TStW00UWhi;3;90;;;
129;20.04.2012;SALE;TStW00UGry;1;90;;;
130;21.04.2012;SALE;QHaP00UWhi;2;60;;;
131;21.04.2012;SALE;QIrM00UGry;2;60;;;
132;22.04.2012;SALE;QIrM00UEco;2;60;;;
133;23.04.2012;SALE;QLeZ00UBla;2;60;;;
134;24.04.2012;SALE;QHaP00UGry;1;60;;;
135;24.04.2012;SALE;QIrM00UBla;3;60;;;
136;24.04.2012;SALE;QLeZ00UWhi;2;60;;;
137;24.04.2012;SALE;QStW00UGry;3;60;;;
138;25.04.2012;SALE;QHaP00UEco;1;60;;;
139;25.04.2012;SALE;QLeZ00UGry;2;60;;;
140;26.04.2012;SALE;CThS00UWhi;1;35;;;
141;26.04.2012;SALE;QLeZ00UEco;1;60;;;
142;26.04.2012;SALE;QStW00UEco;1;60;;;
143;27.04.2012;SALE;CThS00URed;1;35;;;
144;27.04.2012;SALE;QHaP00UBla;1;60;;;
145;27.04.2012;SALE;QQeN00UBla;1;60;;;
146;27.04.2012;SALE;QThS00UWhi;1;60;;;
147;28.04.2012;SALE;CIrM00UBla;3;35;;;
148;28.04.2012;SALE;QQeN00UWhi;1;60;;;
149;28.04.2012;SALE;QSeC00UBla;4;40;;;
150;29.04.2012;SALE;CIrM00UWhi;1;35;;;
151;29.04.2012;SALE;QQeN00UGry;1;60;;;
152;29.04.2012;SALE;QSeC00UWhi;4;40;;;
153;29.04.2012;SALE;QStW00UBla;4;60;;;
154;29.04.2012;SALE;QThS00UGry;4;60;;;
155;30.04.2012;SALE;CIrM00UGry;1;35;;;
156;30.04.2012;SALE;QQeN00UEco;1;60;;;
157;30.04.2012;SALE;QSeC00UGry;4;40;;;
158;01.05.2012;SALE;CIrM00UEco;1;35;;;
159;01.05.2012;SALE;CPlS00UBla;1;35;;;
160;01.05.2012;SALE;QSeC00UPin;4;40;;;
161;01.05.2012;SALE;QStW00UWhi;5;60;;;
162;01.05.2012;SALE;QThS00UEco;5;60;;;
163;02.05.2012;SALE;CIrM00UBlu;1;35;;;
164;02.05.2012;SALE;CPlS00UWhi;1;35;;;
165;02.05.2012;SALE;CStW00UGry;2;35;;;
166;02.05.2012;SALE;QHaP00UGry;1;60;;;
167;03.05.2012;SALE;CPlS00UPin;1;35;;;
168;03.05.2012;SALE;CQeN00UBla;1;35;;;
169;03.05.2012;SALE;CStW00UGrn;2;35;;;
170;03.05.2012;SALE;QHaP00UEco;1;60;;;
171;03.05.2012;SALE;THaP00UWhi;2;90;;;
172;04.05.2012;RESUPPLY;KIrM01WBla;60;30;;;
173;04.05.2012;RESUPPLY;KIrM02WBla;60;30;;;
174;04.05.2012;RESUPPLY;KIrM03WBla;60;30;;;
175;04.05.2012;RESUPPLY;KIrM04WBla;60;30;;;
176;04.05.2012;RESUPPLY;KIrM05WBla;60;30;;;
177;04.05.2012;RESUPPLY;KIrM01WGry;60;30;;;
178;04.05.2012;RESUPPLY;KIrM02WGry;60;30;;;
179;04.05.2012;RESUPPLY;KIrM03WGry;60;30;;;
180;04.05.2012;RESUPPLY;KIrM04WGry;60;30;;;
181;04.05.2012;RESUPPLY;KIrM05WGry;60;30;;;
182;04.05.2012;RESUPPLY;KIrM01MBla;60;30;;;
183;04.05.2012;RESUPPLY;KIrM02MBla;60;30;;;
184;04.05.2012;RESUPPLY;KIrM03MBla;60;30;;;
185;04.05.2012;RESUPPLY;KIrM04MBla;60;30;;;
186;04.05.2012;RESUPPLY;KIrM05MBla;60;30;;;
187;04.05.2012;RESUPPLY;KIrM01MGry;60;30;;;
188;04.05.2012;RESUPPLY;KIrM02MGry;60;30;;;
189;04.05.2012;RESUPPLY;KIrM03MGry;60;30;;;
190;04.05.2012;RESUPPLY;KIrM04MGry;60;30;;;
191;04.05.2012;RESUPPLY;KIrM05MGry;60;30;;;
192;04.05.2012;RESUPPLY;KLeZ01WBla;60;30;;;
193;04.05.2012;RESUPPLY;KLeZ02WBla;60;30;;;
194;04.05.2012;RESUPPLY;KLeZ03WBla;60;30;;;
195;04.05.2012;RESUPPLY;KLeZ04WBla;60;30;;;
196;04.05.2012;RESUPPLY;KLeZ05WBla;60;30;;;
197;04.05.2012;RESUPPLY;KLeZ01WGry;60;30;;;
198;04.05.2012;RESUPPLY;KLeZ02WGry;60;30;;;
199;04.05.2012;RESUPPLY;KLeZ03WGry;60;30;;;
200;04.05.2012;RESUPPLY;KLeZ04WGry;60;30;;;
201;04.05.2012;RESUPPLY;KLeZ05WGry;60;30;;;
202;04.05.2012;RESUPPLY;KLeZ01MBla;60;30;;;
203;04.05.2012;RESUPPLY;KLeZ02MBla;60;30;;;
204;04.05.2012;RESUPPLY;KLeZ03MBla;60;30;;;
205;04.05.2012;RESUPPLY;KLeZ04MBla;60;30;;;
206;04.05.2012;RESUPPLY;KLeZ05MBla;60;30;;;
207;04.05.2012;RESUPPLY;KLeZ01MGry;60;30;;;
208;04.05.2012;RESUPPLY;KLeZ02MGry;60;30;;;
209;04.05.2012;RESUPPLY;KLeZ03MGry;60;30;;;
210;04.05.2012;RESUPPLY;KLeZ04MGry;60;30;;;
211;04.05.2012;RESUPPLY;KLeZ05MGry;60;30;;;
212;04.05.2012;RESUPPLY;KQeN01WWhi;60;30;;;
213;04.05.2012;RESUPPLY;KQeN02WWhi;60;30;;;
214;04.05.2012;RESUPPLY;KQeN03WWhi;60;30;;;
215;04.05.2012;RESUPPLY;KQeN04WWhi;60;30;;;
216;04.05.2012;RESUPPLY;KQeN05WWhi;60;30;;;
217;04.05.2012;RESUPPLY;KQeN01WBla;60;30;;;
218;04.05.2012;RESUPPLY;KQeN02WBla;60;30;;;
219;04.05.2012;RESUPPLY;KQeN03WBla;60;30;;;
220;04.05.2012;RESUPPLY;KQeN04WBla;60;30;;;
221;04.05.2012;RESUPPLY;KQeN05WBla;60;30;;;
222;04.05.2012;RESUPPLY;KQeN01WGry;60;30;;;
223;04.05.2012;RESUPPLY;KQeN02WGry;60;30;;;
224;04.05.2012;RESUPPLY;KQeN03WGry;60;30;;;
225;04.05.2012;RESUPPLY;KQeN04WGry;60;30;;;
226;04.05.2012;RESUPPLY;KQeN05WGry;60;30;;;
227;04.05.2012;RESUPPLY;KQeN01MWhi;60;30;;;
228;04.05.2012;RESUPPLY;KQeN02MWhi;60;30;;;
229;04.05.2012;RESUPPLY;KQeN03MWhi;60;30;;;
230;04.05.2012;RESUPPLY;KQeN04MWhi;60;30;;;
231;04.05.2012;RESUPPLY;KQeN05MWhi;60;30;;;
232;04.05.2012;RESUPPLY;KQeN01MBla;60;30;;;
233;04.05.2012;RESUPPLY;KQeN02MBla;60;30;;;
234;04.05.2012;RESUPPLY;KQeN03MBla;60;30;;;
235;04.05.2012;RESUPPLY;KQeN04MBla;60;30;;;
236;04.05.2012;RESUPPLY;KQeN05MBla;60;30;;;
237;04.05.2012;RESUPPLY;KQeN01MGry;60;30;;;
238;04.05.2012;RESUPPLY;KQeN02MGry;60;30;;;
239;04.05.2012;RESUPPLY;KQeN03MGry;60;30;;;
240;04.05.2012;RESUPPLY;KQeN04MGry;60;30;;;
241;04.05.2012;RESUPPLY;KQeN05MGry;60;30;;;
242;04.05.2012;SALE;CHaP00UBla;2;35;;;
243;04.05.2012;SALE;CPlS00ULBl;1;35;;;
244;04.05.2012;SALE;CQeN00UGry;1;35;;;
245;04.05.2012;SALE;THaP00UEco;1;90;;;
246;04.05.2012;SALE;THaP00UEco;1;90;;;
247;05.05.2012;SALE;CHaP00UWhi;3;35;;;
248;05.05.2012;SALE;CQeN00UPin;1;35;;;
249;05.05.2012;SALE;CSeC00UBla;4;35;;;
250;05.05.2012;SALE;QThS00UWhi;1;60;;;
251;05.05.2012;SALE;THaP00UEco;1;90;;;
252;05.05.2012;SALE;THaP00UEco;2;90;;;
253;06.05.2012;SALE;CHaP00UGry;2;35;;;
254;06.05.2012;SALE;CQeN00UBlu;1;35;;;
255;06.05.2012;SALE;CSeC00UGry;4;35;;;
256;06.05.2012;SALE;QHaP00UWhi;2;60;;;
257;06.05.2012;SALE;QIrM00UGry;2;60;;;
258;06.05.2012;SALE;QPlS00UBla;1;40;;;
259;07.05.2012;SALE;CSeC00UPin;4;35;;;
260;07.05.2012;SALE;CThS00UBla;2;35;;;
261;07.05.2012;SALE;QIrM00UEco;2;60;;;
262;07.05.2012;SALE;QPlS00UWhi;1;40;;;
263;08.05.2012;SALE;CSeC00UBlu;4;35;;;
264;08.05.2012;SALE;CThS00UWhi;2;35;;;
265;08.05.2012;SALE;QIrM00UBla;1;60;;;
266;08.05.2012;SALE;QLeZ00UBla;2;60;;;
267;08.05.2012;SALE;QStW00UGry;1;60;;;
268;09.05.2012;SALE;CSeC00URed;4;35;;;
269;09.05.2012;SALE;CThS00URed;3;35;;;
270;09.05.2012;SALE;QCzK00UBla;2;40;;;
271;09.05.2012;SALE;QLeZ00UWhi;1;60;;;
272;09.05.2012;SALE;QPlS00UGry;1;40;;;
273;10.05.2012;SALE;CIrM00UBla;2;35;;;
274;10.05.2012;SALE;QCzK00UWhi;2;40;;;
275;10.05.2012;SALE;QHaP00UGry;1;60;;;
276;10.05.2012;SALE;QLeZ00UGry;1;60;;;
277;10.05.2012;SALE;QPlS00UBlu;1;40;;;
278;10.05.2012;SALE;QStW00UEco;2;60;;;
279;11.05.2012;SALE;CIrM00UWhi;2;35;;;
280;11.05.2012;SALE;QCzK00UGry;2;40;;;
281;11.05.2012;SALE;QHaP00UBla;2;60;;;
282;11.05.2012;SALE;QHaP00UEco;1;60;;;
283;11.05.2012;SALE;QLeZ00UEco;1;60;;;
284;12.05.2012;SALE;CIrM00UGry;2;35;;;
285;12.05.2012;SALE;QQeN00UBla;1;60;;;
286;12.05.2012;SALE;TStW00UWhi;2;90;;;
287;13.05.2012;SALE;CIrM00UEco;2;35;;;
288;13.05.2012;SALE;QQeN00UWhi;1;60;;;
289;13.05.2012;SALE;QThS00UWhi;1;60;;;
290;13.05.2012;SALE;TStW00UWhi;2;90;;;
291;14.05.2012;SALE;CIrM00UBlu;2;35;;;
292;14.05.2012;SALE;CStW00UGry;1;35;;;
293;14.05.2012;SALE;QQeN00UGry;1;60;;;
294;14.05.2012;SALE;QSeC00UBla;5;40;;;
295;15.05.2012;SALE;CQeN00UBla;2;35;;;
296;15.05.2012;SALE;CStW00UGrn;1;35;;;
297;15.05.2012;SALE;KIrM04WGry;4;55;;;
298;15.05.2012;SALE;KIrM05WGry;2;55;;;
299;15.05.2012;SALE;KQeN01MBla;5;55;;;
300;15.05.2012;SALE;KQeN02MBla;3;55;;;
301;15.05.2012;SALE;QQeN00UEco;1;60;;;
302;15.05.2012;SALE;QSeC00UWhi;5;40;;;
303;16.05.2012;SALE;CHaP00UBla;1;35;;;
304;16.05.2012;SALE;CQeN00UGry;2;35;;;
305;16.05.2012;SALE;KIrM01MBla;1;55;;;
306;16.05.2012;SALE;KIrM02MBla;4;55;;;
307;16.05.2012;SALE;KQeN03MBla;1;55;;;
308;16.05.2012;SALE;KQeN04MBla;5;55;;;
309;16.05.2012;SALE;QSeC00UGry;5;40;;;
310;16.05.2012;SALE;QStW00UBla;5;60;;;
311;16.05.2012;SALE;QStW00UWhi;1;60;;;
312;16.05.2012;SALE;QThS00UEco;1;60;;;
313;16.05.2012;SALE;QThS00UGry;5;60;;;
314;17.05.2012;SALE;CHaP00UWhi;1;35;;;
315;17.05.2012;SALE;CQeN00UPin;3;35;;;
316;17.05.2012;SALE;KIrM03MBla;2;55;;;
317;17.05.2012;SALE;KIrM04MBla;1;55;;;
318;17.05.2012;SALE;KQeN01MGry;1;55;;;
319;17.05.2012;SALE;KQeN05MBla;3;55;;;
320;17.05.2012;SALE;QSeC00UPin;5;40;;;
321;17.05.2012;SALE;TStW00UWhi;2;90;;;
322;18.05.2012;SALE;CHaP00UGry;1;35;;;
323;18.05.2012;SALE;CQeN00UBlu;2;35;;;
324;18.05.2012;SALE;KIrM01MGry;2;55;;;
325;18.05.2012;SALE;KIrM05MBla;4;55;;;
326;18.05.2012;SALE;KQeN02MGry;5;55;;;
327;18.05.2012;SALE;KQeN03MGry;3;55;;;
328;18.05.2012;SALE;QHaP00UGry;1;60;;;
329;19.05.2012;SALE;CThS00UBla;1;35;;;
330;19.05.2012;SALE;KIrM02MGry;1;55;;;
331;19.05.2012;SALE;KIrM03MGry;4;55;;;
332;19.05.2012;SALE;KQeN04MGry;1;55;;;
333;19.05.2012;SALE;KQeN05MGry;5;55;;;
334;19.05.2012;SALE;QHaP00UEco;1;60;;;
335;19.05.2012;SALE;THaP00UBla;1;90;;;
336;19.05.2012;SALE;TStW00UWhi;2;90;;;
337;20.05.2012;SALE;CThS00UWhi;1;35;;;
338;20.05.2012;SALE;KIrM04MGry;2;55;;;
339;20.05.2012;SALE;KIrM05MGry;1;55;;;
340;20.05.2012;SALE;TStW00UWhi;2;90;;;
341;21.05.2012;SALE;CThS00URed;1;35;;;
342;21.05.2012;SALE;KLeZ01WBla;4;55;;;
343;21.05.2012;SALE;KLeZ02WBla;2;55;;;
344;21.05.2012;SALE;QThS00UWhi;1;60;;;
345;22.05.2012;SALE;CIrM00UBla;1;35;;;
346;22.05.2012;SALE;KLeZ03WBla;1;55;;;
347;22.05.2012;SALE;KLeZ04WBla;4;55;;;
348;22.05.2012;SALE;QIrM00UBla;4;60;;;
349;22.05.2012;SALE;QStW00UGry;4;60;;;
350;23.05.2012;SALE;CIrM00UWhi;1;35;;;
351;23.05.2012;SALE;KLeZ01WGry;1;55;;;
352;23.05.2012;SALE;KLeZ05WBla;2;55;;;
353;24.05.2012;SALE;CIrM00UGry;1;35;;;
354;24.05.2012;SALE;KLeZ02WGry;4;55;;;
355;24.05.2012;SALE;KLeZ03WGry;2;55;;;
356;24.05.2012;SALE;QStW00UEco;1;60;;;
357;25.05.2012;SALE;CIrM00UEco;1;35;;;
358;25.05.2012;SALE;KLeZ04WGry;1;55;;;
359;25.05.2012;SALE;KLeZ05WGry;4;55;;;
360;25.05.2012;SALE;QHaP00UBla;2;60;;;
361;26.05.2012;SALE;CIrM00UBlu;1;35;;;
362;26.05.2012;SALE;CStW00UGry;1;35;;;
363;26.05.2012;SALE;KLeZ01MBla;2;55;;;
364;26.05.2012;SALE;KLeZ02MBla;1;55;;;
365;26.05.2012;SALE;QHaP00UGry;1;60;;;
366;27.05.2012;SALE;CQeN00UBla;1;35;;;
367;27.05.2012;SALE;CStW00UGrn;2;35;;;
368;27.05.2012;SALE;KLeZ03MBla;4;55;;;
369;27.05.2012;SALE;KLeZ04MBla;2;55;;;
370;27.05.2012;SALE;QHaP00UEco;1;60;;;
371;27.05.2012;SALE;THaP00UBla;1;90;;;
372;28.05.2012;SALE;CHaP00UBla;1;35;;;
373;28.05.2012;SALE;CQeN00UGry;1;35;;;
374;28.05.2012;SALE;CSeC00UBla;1;35;;;
375;28.05.2012;SALE;KLeZ01MGry;4;55;;;
376;28.05.2012;SALE;KLeZ05MBla;1;55;;;
377;29.05.2012;SALE;CHaP00UWhi;2;35;;;
378;29.05.2012;SALE;CQeN00UPin;1;35;;;
379;29.05.2012;SALE;CSeC00UGry;1;35;;;
380;29.05.2012;SALE;KLeZ02MGry;2;55;;;
381;29.05.2012;SALE;KLeZ03MGry;1;55;;;
382;29.05.2012;SALE;QThS00UWhi;1;60;;;
383;29.05.2012;SALE;THaP00UBla;1;90;;;
384;30.05.2012;SALE;CHaP00UGry;1;35;;;
385;30.05.2012;SALE;CQeN00UBlu;1;35;;;
386;30.05.2012;SALE;CSeC00UPin;1;35;;;
387;30.05.2012;SALE;KLeZ04MGry;4;55;;;
388;30.05.2012;SALE;KLeZ05MGry;2;55;;;
389;30.05.2012;SALE;QSeC00UBla;1;40;;;
390;31.05.2012;SALE;CSeC00UBlu;1;35;;;
391;31.05.2012;SALE;CThS00UBla;1;35;;;
392;31.05.2012;SALE;KQeN01WWhi;1;55;;;
393;31.05.2012;SALE;KQeN02WWhi;4;55;;;
394;31.05.2012;SALE;QSeC00UWhi;1;40;;;
395;31.05.2012;SALE;QStW00UWhi;2;60;;;
396;31.05.2012;SALE;QThS00UEco;2;60;;;
397;31.05.2012;SALE;THaP00UBla;1;90;;;
398;31.05.2012;SALE;THaP00UWhi;1;90;;;
399;01.06.2012;RESUPPLY;BHaP01WBla;40;60;;;
400;01.06.2012;RESUPPLY;BHaP02WBla;40;60;;;
401;01.06.2012;RESUPPLY;BHaP03WBla;40;60;;;
402;01.06.2012;RESUPPLY;BHaP04WBla;40;60;;;
403;01.06.2012;RESUPPLY;BHaP05WBla;40;60;;;
404;01.06.2012;RESUPPLY;BHaP01WWhi;40;60;;;
405;01.06.2012;RESUPPLY;BHaP02WWhi;40;60;;;
406;01.06.2012;RESUPPLY;BHaP03WWhi;40;60;;;
407;01.06.2012;RESUPPLY;BHaP04WWhi;40;60;;;
408;01.06.2012;RESUPPLY;BHaP05WWhi;40;60;;;
409;01.06.2012;RESUPPLY;BHaP01WGry;40;60;;;
410;01.06.2012;RESUPPLY;BHaP02WGry;40;60;;;
411;01.06.2012;RESUPPLY;BHaP03WGry;40;60;;;
412;01.06.2012;RESUPPLY;BHaP04WGry;40;60;;;
413;01.06.2012;RESUPPLY;BHaP05WGry;40;60;;;
414;01.06.2012;RESUPPLY;BHaP01WPin;40;60;;;
415;01.06.2012;RESUPPLY;BHaP02WPin;40;60;;;
416;01.06.2012;RESUPPLY;BHaP03WPin;40;60;;;
417;01.06.2012;RESUPPLY;BHaP04WPin;40;60;;;
418;01.06.2012;RESUPPLY;BHaP05WPin;40;60;;;
419;01.06.2012;RESUPPLY;BHaP01WLBl;40;60;;;
420;01.06.2012;RESUPPLY;BHaP02WLBl;40;60;;;
421;01.06.2012;RESUPPLY;BHaP03WLBl;40;60;;;
422;01.06.2012;RESUPPLY;BHaP04WLBl;40;60;;;
423;01.06.2012;RESUPPLY;BHaP05WLBl;40;60;;;
424;01.06.2012;RESUPPLY;BHaP01MBla;40;60;;;
425;01.06.2012;RESUPPLY;BHaP02MBla;40;60;;;
426;01.06.2012;RESUPPLY;BHaP03MBla;40;60;;;
427;01.06.2012;RESUPPLY;BHaP04MBla;40;60;;;
428;01.06.2012;RESUPPLY;BHaP05MBla;40;60;;;
429;01.06.2012;RESUPPLY;BHaP01MWhi;40;60;;;
430;01.06.2012;RESUPPLY;BHaP02MWhi;40;60;;;
431;01.06.2012;RESUPPLY;BHaP03MWhi;40;60;;;
432;01.06.2012;RESUPPLY;BHaP04MWhi;40;60;;;
433;01.06.2012;RESUPPLY;BHaP05MWhi;40;60;;;
434;01.06.2012;RESUPPLY;BHaP01MGry;40;60;;;
435;01.06.2012;RESUPPLY;BHaP02MGry;40;60;;;
436;01.06.2012;RESUPPLY;BHaP03MGry;40;60;;;
437;01.06.2012;RESUPPLY;BHaP04MGry;40;60;;;
438;01.06.2012;RESUPPLY;BHaP05MGry;40;60;;;
439;01.06.2012;RESUPPLY;BHaP01MRed;40;60;;;
440;01.06.2012;RESUPPLY;BHaP02MRed;40;60;;;
441;01.06.2012;RESUPPLY;BHaP03MRed;40;60;;;
442;01.06.2012;RESUPPLY;BHaP04MRed;40;60;;;
443;01.06.2012;RESUPPLY;BHaP05MRed;40;60;;;
444;01.06.2012;RESUPPLY;BHaP01MBlu;40;60;;;
445;01.06.2012;RESUPPLY;BHaP02MBlu;40;60;;;
446;01.06.2012;RESUPPLY;BHaP03MBlu;40;60;;;
447;01.06.2012;RESUPPLY;BHaP04MBlu;40;60;;;
448;01.06.2012;RESUPPLY;BHaP05MBlu;40;60;;;
449;01.06.2012;RESUPPLY;BCzK01WBla;40;60;;;
450;01.06.2012;RESUPPLY;BCzK02WBla;40;60;;;
451;01.06.2012;RESUPPLY;BCzK03WBla;40;60;;;
452;01.06.2012;RESUPPLY;BCzK04WBla;40;60;;;
